# Generated on: 2025-06-27T22:43:06.894Z
# Search Parameters: {"propertyValue":500000,"downPayment":250000,"loanAmount":850000,"creditScore":760,"propertyType":"single_family","occupancy":"primary","zipCode":"94949"}
# File Type: mortgage_rates

Lender,Rate,APR,Payment,Points,Upfront_Costs,Loan_Type,Quote_Type
New Wave Lending Group,6.125%,6.213%,"$1,809.153",-1.875,"$1,750",Conventional,Wholesale
Loan Factory Direct - Rocket,6.125%,6.222%,"$1,809.153",-1.4000000000000057,"$1,937.5",Conventional,Wholesale
Rocket Pro,6.125%,6.222%,"$1,809.153",-1.4000000000000057,"$1,937.5",Conventional,Wholesale
TPO GO,6.125%,6.229%,"$1,809.153",-1.519999999999996,"$2,075",Conventional,Wholesale
Eleven Mortgage,6.125%,6.235%,"$1,809.153",0.15,"$2,180",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.125%,6.241%,"$1,809.153",-1.549,"$2,315",Conventional,Wholesale
Kind Lending,6.125%,6.247%,"$1,809.153",-1.60735,"$2,419.1",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.125%,6.247%,"$1,809.153",-1.60735,"$2,419.1",Conventional,Wholesale
NexBank,6.125%,6.250%,"$1,809.153",-1.5294200000000018,"$2,493.9",Conventional,Wholesale
Pennymac TPO,6.125%,6.256%,"$1,809.153",-1.66,"$2,612.5",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.125%,6.256%,"$1,809.153",-1.66,"$2,612.5",Conventional,Wholesale
Orion Lending,6.125%,6.263%,"$1,809.153",-1.478,"$2,742.5",Conventional,Wholesale
Everstream Mortgage,6.125%,6.265%,"$1,809.153",-0.281400000000005,"$2,784",Conventional,Wholesale
JMAC Lending Inc.,6.125%,6.282%,"$1,809.153",-1.32625,"$3,121.9",Conventional,Wholesale
HomeBridge Wholesale,6.125%,6.285%,"$1,809.153",-1.306,"$3,172.5",Conventional,Wholesale
Provident Funding,6.125%,6.292%,"$1,809.153",-1.5,"$3,312.5",Conventional,Wholesale
LoanStream Mortgage,6.125%,6.316%,"$1,809.153",-0.7609999999999957,"$3,785",Conventional,Wholesale
Jet Advantage Mortgage,6.125%,6.316%,"$1,809.153",-0.7609999999999957,"$3,785",Conventional,Wholesale
Forward Lending,6.125%,6.316%,"$1,809.153",-0.7609999999999957,"$3,785",Conventional,Wholesale
Union Home Mortgage,6.125%,6.319%,"$1,809.153",-1.0370000000000061,"$3,845",Conventional,Wholesale
Windsor Mortgage Solutions,6.125%,6.488%,"$1,809.153",-0.12690000000000623,"$7,120.2",Conventional,Wholesale
Open Mortgage,6.125%,6.545%,"$1,809.153",0.708,"$8,207.5",Conventional,Wholesale
Loan United Wholesale,6.125%,6.580%,"$1,809.153",0.9719999999999942,"$8,867.5",Conventional,Wholesale
Loan United Wholesale,6.125%,6.488%,"$1,868.855",-2.5120000000000005,$-904.7,VA,Wholesale
Everstream Mortgage,6.125%,6.509%,"$1,868.855",-0.24500000000000455,$-473.5,VA,Wholesale
NewRez LLC,6.125%,6.529%,"$1,868.855",-1.791,$-86.1,VA,Wholesale
Loan Factory Direct - PennyMac,6.125%,6.551%,"$1,868.855",-1.888,$345.1,VA,Wholesale
Pennymac TPO,6.125%,6.551%,"$1,868.855",-1.888,$345.1,VA,Wholesale
Eleven Mortgage,6.125%,6.565%,"$1,868.855",0.281,$626.7,VA,Wholesale
Loan Factory Direct - Rocket,6.125%,6.599%,"$1,868.855",-1.1359999999999957,"$1,293",VA,Wholesale
Rocket Pro,6.125%,6.599%,"$1,868.855",-1.1359999999999957,"$1,293",VA,Wholesale
Sun West Mtg Co Wholesale,6.125%,6.603%,"$1,868.855",-1.23437,"$1,361.7",VA,Wholesale
Kind Lending,6.125%,6.607%,"$1,868.855",-1.35479,"$1,438.2",VA,Wholesale
Loan Factory Direct - Kind Lending,6.125%,6.607%,"$1,868.855",-1.35479,"$1,438.2",VA,Wholesale
NexBank,6.125%,6.607%,"$1,868.855",-1.3530099999999976,"$1,442.8",VA,Wholesale
Open Mortgage,6.125%,6.621%,"$1,868.855",-1.37,"$1,721.7",VA,Wholesale
Plaza Home Mortgage Inc.,6.125%,6.631%,"$1,868.855",-1.66728,"$1,922.3",VA,Wholesale
Jet Advantage Mortgage,6.125%,6.637%,"$1,868.855",-0.6490000000000009,"$2,034.2",VA,Wholesale
Forward Lending,6.125%,6.637%,"$1,868.855",-0.6490000000000009,"$2,034.2",VA,Wholesale
AFR Wholesale,6.125%,6.773%,"$1,868.855",-0.1290000000000049,"$4,652.8",VA,Wholesale
The Loan Store LLC,6.125%,6.791%,"$1,868.855",-0.125,"$5,001.4",VA,Wholesale
Click n' Close,6.125%,6.250%,"$1,519.026",-0.50729,"$3,294.3",Conventional,Wholesale
AD Mortgage,6.125%,6.285%,"$1,519.026",-0.6500000000000057,"$4,187.5",Conventional,Wholesale
Loan United Wholesale,6.125%,6.288%,"$1,519.026",-0.8659999999999997,"$4,272.5",Conventional,Wholesale
AmWest Funding Corp,6.125%,6.291%,"$1,519.026",-0.834,"$4,352.5",Conventional,Wholesale
Eleven Mortgage,6.125%,6.297%,"$1,519.026",1.084,"$4,515",Conventional,Wholesale
Sun West Mtg Co Wholesale,6.125%,6.298%,"$1,519.026",-0.5073,"$4,544.3",Conventional,Wholesale
"VIP Mortgage, Inc.",6.125%,6.302%,"$1,519.026",-0.6686200000000042,"$4,640.9",Conventional,Wholesale
NexBank,6.125%,6.308%,"$1,519.026",-0.19539000000000328,"$4,799",Conventional,Wholesale
Provident Funding,6.125%,6.311%,"$1,519.026",-0.875,"$4,875",Conventional,Wholesale
New Wave Lending Group,6.125%,6.311%,"$1,519.026",-0.625,"$4,875",Conventional,Wholesale
NewRez LLC,6.125%,6.311%,"$1,519.026",0.05,"$4,875",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.125%,6.311%,"$1,519.026",-0.625,"$4,875",Conventional,Wholesale
BluePoint Mortgage,6.125%,6.321%,"$1,519.026",-0.526,"$5,122.5",Conventional,Wholesale
Power TPO,6.125%,6.322%,"$1,519.026",-0.5120000000000005,"$5,157.5",Conventional,Wholesale
AFR Wholesale,6.125%,6.327%,"$1,519.026",-0.5060000000000002,"$5,287.5",Conventional,Wholesale
Everstream Mortgage,6.125%,6.329%,"$1,519.026",0.5626000000000033,"$5,344",Conventional,Wholesale
The Loan Store LLC,6.125%,6.330%,"$1,519.026",-0.41800000000000637,"$5,357.5",Conventional,Wholesale
Pennymac TPO,6.125%,6.331%,"$1,519.026",-0.551,"$5,385",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.125%,6.331%,"$1,519.026",-0.551,"$5,385",Conventional,Wholesale
LoanStream Mortgage,6.125%,6.339%,"$1,519.026",-0.03700000000000614,"$5,595",Conventional,Wholesale
Jet Advantage Mortgage,6.125%,6.339%,"$1,519.026",-0.03700000000000614,"$5,595",Conventional,Wholesale
Forward Lending,6.125%,6.339%,"$1,519.026",-0.03700000000000614,"$5,595",Conventional,Wholesale
CMG Financial,6.125%,6.339%,"$1,519.026",-0.386,"$5,597.5",Conventional,Wholesale
Loan Factory Direct - Rocket,6.125%,6.342%,"$1,519.026",0.18999999999999773,"$5,662.5",Conventional,Wholesale
Rocket Pro,6.125%,6.342%,"$1,519.026",0.18999999999999773,"$5,662.5",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.125%,6.345%,"$1,519.026",-0.181,"$5,735",Conventional,Wholesale
JMAC Lending Inc.,6.125%,6.345%,"$1,519.026",-0.15155,"$5,746.1",Conventional,Wholesale
Nations Direct Mortgage,6.125%,6.345%,"$1,519.026",-0.076,"$5,747.5",Conventional,Wholesale
Kind Lending,6.125%,6.346%,"$1,519.026",-0.26865,"$5,765.9",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.125%,6.346%,"$1,519.026",-0.26865,"$5,765.9",Conventional,Wholesale
HomeBridge Wholesale,6.125%,6.359%,"$1,519.026",-0.132,"$6,107.5",Conventional,Wholesale
Windsor Mortgage Solutions,6.125%,6.361%,"$1,519.026",-0.2612699999999961,"$6,159.3",Conventional,Wholesale
Plaza Home Mortgage Inc.,6.125%,6.372%,"$1,519.026",-0.00103,"$6,434.9",Conventional,Wholesale
Orion Lending,6.125%,6.379%,"$1,519.026",0.073,"$6,620",Conventional,Wholesale
TPO GO,6.125%,6.390%,"$1,519.026",0.4099999999999966,"$6,900",Conventional,Wholesale
Open Mortgage,6.125%,6.448%,"$1,519.026",0.767,"$8,355",Conventional,Wholesale
Union Home Mortgage,6.125%,6.452%,"$1,519.026",0.8169999999999931,"$8,480",Conventional,Wholesale
Loan United Wholesale,6.125%,6.398%,"$1,569.154",-2.5120000000000005,$-904.7,VA,Wholesale
Everstream Mortgage,6.125%,6.415%,"$1,569.154",-0.24500000000000455,$-473.5,VA,Wholesale
AmWest Funding Corp,6.125%,6.418%,"$1,569.154",-2.064,$-393.4,VA,Wholesale
AFR Wholesale,6.125%,6.421%,"$1,569.154",-1.8790000000000049,$-308.2,VA,Wholesale
NewRez LLC,6.125%,6.430%,"$1,569.154",-1.791,$-86.1,VA,Wholesale
NexBank,6.125%,6.444%,"$1,569.154",-1.8040600000000069,$277.9,VA,Wholesale
TPO GO,6.125%,6.445%,"$1,569.154",-1.3349999999999937,$327.2,VA,Wholesale
Power TPO,6.125%,6.446%,"$1,569.154",-2.0319999999999965,$334.9,VA,Wholesale
Loan Factory Direct - PennyMac,6.125%,6.446%,"$1,569.154",-1.888,$345.1,VA,Wholesale
Pennymac TPO,6.125%,6.446%,"$1,569.154",-1.888,$345.1,VA,Wholesale
Jet Advantage Mortgage,6.125%,6.449%,"$1,569.154",-1.274000000000001,$420.1,VA,Wholesale
Forward Lending,6.125%,6.449%,"$1,569.154",-1.274000000000001,$420.1,VA,Wholesale
"VIP Mortgage, Inc.",6.125%,6.456%,"$1,569.154",-1.9909999999999997,$608.6,VA,Wholesale
Eleven Mortgage,6.125%,6.457%,"$1,569.154",0.281,$626.7,VA,Wholesale
Plaza Home Mortgage Inc.,6.125%,6.457%,"$1,569.154",-1.66728,$631.1,VA,Wholesale
Kind Lending,6.125%,6.457%,"$1,569.154",-1.66479,$637.6,VA,Wholesale
Loan Factory Direct - Kind Lending,6.125%,6.457%,"$1,569.154",-1.66479,$637.6,VA,Wholesale
Orion Lending,6.125%,6.464%,"$1,569.154",-1.095,$817.8,VA,Wholesale
Loan Factory Direct - Rocket,6.125%,6.465%,"$1,569.154",-1.316999999999993,$825.5,VA,Wholesale
Rocket Pro,6.125%,6.465%,"$1,569.154",-1.316999999999993,$825.5,VA,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.125%,6.465%,"$1,569.154",-1.633,$848.8,VA,Wholesale
Click n' Close,6.125%,6.468%,"$1,569.154",-1.72155,$904.2,VA,Wholesale
Open Mortgage,6.125%,6.474%,"$1,569.154",-1.62,"$1,076",VA,Wholesale
The Loan Store LLC,6.125%,6.476%,"$1,569.154",-1.632000000000005,"$1,109.6",VA,Wholesale
Sun West Mtg Co Wholesale,6.125%,6.485%,"$1,569.154",-1.23437,"$1,361.7",VA,Wholesale
JMAC Lending Inc.,6.125%,6.501%,"$1,569.154",-1.29345,"$1,758",VA,Wholesale
Windsor Mortgage Solutions,6.125%,6.525%,"$1,569.154",-1.089029999999994,"$2,382.7",VA,Wholesale
Union Home Mortgage,6.125%,6.712%,"$1,569.154",0.7489999999999952,"$7,129.4",VA,Wholesale
Guaranteed Rate,6.125%,6.531%,"$1,519.03",1.345,"$13,115.71",Conventional,Retail
Guaranteed Rate,6.125%,6.770%,"$1,649.21",-0.101,"$12,909.29",FHA,Retail
"Tomo Mortgage, LLC.",6.125%,6.125%,"$2,127",0,N/A,Conventional,Retail
District Lending,6.125%,6.172%,"$1,520",0,"$1,250",Conventional,Retail
District Lending,6.125%,6.172%,"$1,520",0,"$1,250",Conventional,Retail
AimLoan.com,6.125%,6.236%,"$1,520",0.789,"$2,968",Conventional,Retail
PenFed Credit Union,6.125%,6.305%,"$1,520",1.125,"$4,808",Conventional,Retail
Sage Home Loans,6.245%,6.379%,"$1,538.48",0.801,"$3,496.5",Conventional,Retail
Sage Home Loans,6.250%,6.808%,"$1,670.4",0,"$4,375",FHA,Retail
Alliant Credit Union,6.250%,6.847%,"$1,643.46",0,"$5,325",FHA,Retail
Chase Bank,6.250%,6.691%,"$2,130.956",1.064,"$4,355",Conventional,Retail
Empire of America,6.250%,6.307%,"$1,539",0,"$5,576",Conventional,Retail
PenFed Credit Union,6.250%,6.405%,"$1,539",0,"$8,201",Conventional,Retail
First Federal Bank,6.250%,6.457%,"$1,539",0.948,"$11,946",Conventional,Retail
AmWest Funding Corp,6.250%,6.220%,"$1,827.321",-2.814,$-597.5,Conventional,Wholesale
Sun West Mtg Co Wholesale,6.250%,6.293%,"$1,827.321",-1.9823,$856.8,Conventional,Wholesale
"VIP Mortgage, Inc.",6.250%,6.300%,"$1,827.321",-2.127279999999999,$994.3,Conventional,Wholesale
Power TPO,6.250%,6.300%,"$1,827.321",-2.174999999999997,"$1,000",Conventional,Wholesale
BluePoint Mortgage,6.250%,6.315%,"$1,827.321",-2.058,"$1,292.5",Conventional,Wholesale
The Loan Store LLC,6.250%,6.316%,"$1,827.321",-2.200000000000003,"$1,312.5",Conventional,Wholesale
AD Mortgage,6.250%,6.317%,"$1,827.321",-2.0400000000000063,"$1,337.5",Conventional,Wholesale
Provident Funding,6.250%,6.322%,"$1,827.321",-2.25,"$1,437.5",Conventional,Wholesale
New Wave Lending Group,6.250%,6.322%,"$1,827.321",-2,"$1,437.5",Conventional,Wholesale
AFR Wholesale,6.250%,6.324%,"$1,827.321",-2.0349999999999966,"$1,465",Conventional,Wholesale
CMG Financial,6.250%,6.329%,"$1,827.321",-1.998,"$1,567.5",Conventional,Wholesale
Nations Direct Mortgage,6.250%,6.335%,"$1,827.321",-1.701,"$1,685",Conventional,Wholesale
Click n' Close,6.250%,6.345%,"$1,827.321",-1.77872,"$1,890.7",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.250%,6.354%,"$1,827.321",-1.75,"$2,062.5",Conventional,Wholesale
TPO GO,6.250%,6.354%,"$1,827.321",-1.5229999999999961,"$2,067.5",Conventional,Wholesale
Loan Factory Direct - Rocket,6.250%,6.368%,"$1,827.321",-1.2369999999999948,"$2,345",Conventional,Wholesale
Rocket Pro,6.250%,6.368%,"$1,827.321",-1.2369999999999948,"$2,345",Conventional,Wholesale
NexBank,6.250%,6.369%,"$1,827.321",-1.582499999999996,"$2,361.3",Conventional,Wholesale
NewRez LLC,6.250%,6.372%,"$1,827.321",-1.105,"$2,417.5",Conventional,Wholesale
Kind Lending,6.250%,6.377%,"$1,827.321",-1.5686,"$2,516",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.250%,6.377%,"$1,827.321",-1.5686,"$2,516",Conventional,Wholesale
Eleven Mortgage,6.250%,6.380%,"$1,827.321",0.303,"$2,562.5",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.250%,6.386%,"$1,827.321",-1.398,"$2,692.5",Conventional,Wholesale
Pennymac TPO,6.250%,6.401%,"$1,827.321",-1.509,"$2,990",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.250%,6.401%,"$1,827.321",-1.509,"$2,990",Conventional,Wholesale
Orion Lending,6.250%,6.402%,"$1,827.321",-1.373,"$3,005",Conventional,Wholesale
Everstream Mortgage,6.250%,6.408%,"$1,827.321",-0.14860000000000184,"$3,116",Conventional,Wholesale
HomeBridge Wholesale,6.250%,6.426%,"$1,827.321",-1.186,"$3,472.5",Conventional,Wholesale
JMAC Lending Inc.,6.250%,6.428%,"$1,827.321",-1.17325,"$3,504.4",Conventional,Wholesale
LoanStream Mortgage,6.250%,6.457%,"$1,827.321",-0.6440000000000055,"$4,077.5",Conventional,Wholesale
Jet Advantage Mortgage,6.250%,6.457%,"$1,827.321",-0.6440000000000055,"$4,077.5",Conventional,Wholesale
Forward Lending,6.250%,6.457%,"$1,827.321",-0.6440000000000055,"$4,077.5",Conventional,Wholesale
Union Home Mortgage,6.250%,6.478%,"$1,827.321",-0.784000000000006,"$4,477.5",Conventional,Wholesale
Windsor Mortgage Solutions,6.250%,6.594%,"$1,827.321",-0.28865000000000407,"$6,715.9",Conventional,Wholesale
Open Mortgage,6.250%,6.642%,"$1,827.321",0.476,"$7,627.5",Conventional,Wholesale
Loan United Wholesale,6.250%,6.715%,"$1,827.321",1.034000000000006,"$9,022.5",Conventional,Wholesale
Loan United Wholesale,6.250%,6.591%,"$1,887.622",-2.6899999999999977,"$-1,364.4",VA,Wholesale
Everstream Mortgage,6.250%,6.605%,"$1,887.622",-0.4818000000000069,"$-1,085",VA,Wholesale
Sun West Mtg Co Wholesale,6.250%,6.642%,"$1,887.622",-1.90094,$-359.7,VA,Wholesale
Loan Factory Direct - PennyMac,6.250%,6.653%,"$1,887.622",-2.075,$-137.8,VA,Wholesale
Pennymac TPO,6.250%,6.653%,"$1,887.622",-2.075,$-137.8,VA,Wholesale
NewRez LLC,6.250%,6.656%,"$1,887.622",-2.341,$-86.1,VA,Wholesale
NexBank,6.250%,6.692%,"$1,887.622",-1.6700900000000019,$623.9,VA,Wholesale
Loan Factory Direct - Rocket,6.250%,6.697%,"$1,887.622",-1.358000000000004,$719.7,VA,Wholesale
Rocket Pro,6.250%,6.697%,"$1,887.622",-1.358000000000004,$719.7,VA,Wholesale
Eleven Mortgage,6.250%,6.704%,"$1,887.622",0.416,$853.8,VA,Wholesale
Open Mortgage,6.250%,6.705%,"$1,887.622",-1.699,$872,VA,Wholesale
Kind Lending,6.250%,6.728%,"$1,887.622",-1.40337,"$1,312.7",VA,Wholesale
Loan Factory Direct - Kind Lending,6.250%,6.728%,"$1,887.622",-1.40337,"$1,312.7",VA,Wholesale
Jet Advantage Mortgage,6.250%,6.738%,"$1,887.622",-0.8499999999999943,"$1,515.1",VA,Wholesale
Forward Lending,6.250%,6.738%,"$1,887.622",-0.8499999999999943,"$1,515.1",VA,Wholesale
Plaza Home Mortgage Inc.,6.250%,6.757%,"$1,887.622",-1.68037,"$1,888.5",VA,Wholesale
AFR Wholesale,6.250%,7.000%,"$1,887.622",0.597999999999999,"$6,530.2",VA,Wholesale
Click n' Close,6.250%,6.357%,"$1,539.293",-0.70271,"$2,805.7",Conventional,Wholesale
Provident Funding,6.250%,6.365%,"$1,539.293",-1.625,"$3,000",Conventional,Wholesale
Loan United Wholesale,6.250%,6.373%,"$1,539.293",-1.2920000000000016,"$3,207.5",Conventional,Wholesale
AD Mortgage,6.250%,6.379%,"$1,539.293",-0.972999999999999,"$3,380",Conventional,Wholesale
AmWest Funding Corp,6.250%,6.388%,"$1,539.293",-1.135,"$3,600",Conventional,Wholesale
"VIP Mortgage, Inc.",6.250%,6.389%,"$1,539.293",-1.0744399999999956,"$3,626.4",Conventional,Wholesale
Eleven Mortgage,6.250%,6.394%,"$1,539.293",0.78,"$3,755",Conventional,Wholesale
Sun West Mtg Co Wholesale,6.250%,6.399%,"$1,539.293",-0.7708,"$3,885.5",Conventional,Wholesale
Power TPO,6.250%,6.406%,"$1,539.293",-0.953000000000003,"$4,055",Conventional,Wholesale
BluePoint Mortgage,6.250%,6.409%,"$1,539.293",-0.922,"$4,132.5",Conventional,Wholesale
NexBank,6.250%,6.409%,"$1,539.293",-0.4525299999999959,"$4,156.2",Conventional,Wholesale
NewRez LLC,6.250%,6.411%,"$1,539.293",-0.108,"$4,197.5",Conventional,Wholesale
Everstream Mortgage,6.250%,6.411%,"$1,539.293",0.10519999999999641,"$4,200.5",Conventional,Wholesale
Pennymac TPO,6.250%,6.412%,"$1,539.293",-1.015,"$4,225",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.250%,6.412%,"$1,539.293",-1.015,"$4,225",Conventional,Wholesale
New Wave Lending Group,6.250%,6.413%,"$1,539.293",-0.875,"$4,250",Conventional,Wholesale
Windsor Mortgage Solutions,6.250%,6.423%,"$1,539.293",-0.923019999999994,"$4,505",Conventional,Wholesale
Loan Factory Direct - Rocket,6.250%,6.423%,"$1,539.293",-0.26900000000000546,"$4,515",Conventional,Wholesale
Rocket Pro,6.250%,6.423%,"$1,539.293",-0.26900000000000546,"$4,515",Conventional,Wholesale
The Loan Store LLC,6.250%,6.425%,"$1,539.293",-0.6610000000000014,"$4,557.5",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.250%,6.425%,"$1,539.293",-0.75,"$4,562.5",Conventional,Wholesale
LoanStream Mortgage,6.250%,6.431%,"$1,539.293",-0.394999999999996,"$4,700",Conventional,Wholesale
Jet Advantage Mortgage,6.250%,6.431%,"$1,539.293",-0.394999999999996,"$4,700",Conventional,Wholesale
Forward Lending,6.250%,6.431%,"$1,539.293",-0.394999999999996,"$4,700",Conventional,Wholesale
AFR Wholesale,6.250%,6.431%,"$1,539.293",-0.7339999999999947,"$4,717.5",Conventional,Wholesale
CMG Financial,6.250%,6.439%,"$1,539.293",-0.659,"$4,915",Conventional,Wholesale
Nations Direct Mortgage,6.250%,6.441%,"$1,539.293",-0.393,"$4,955",Conventional,Wholesale
JMAC Lending Inc.,6.250%,6.447%,"$1,539.293",-0.40665,"$5,108.4",Conventional,Wholesale
Kind Lending,6.250%,6.447%,"$1,539.293",-0.52277,"$5,130.6",Conventional,Wholesale
Loan Factory Direct - Kind Lending,6.250%,6.447%,"$1,539.293",-0.52277,"$5,130.6",Conventional,Wholesale
HomeBridge Wholesale,6.250%,6.453%,"$1,539.293",-0.466,"$5,272.5",Conventional,Wholesale
Orion Lending,6.250%,6.459%,"$1,539.293",-0.4,"$5,437.5",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.250%,6.460%,"$1,539.293",-0.29,"$5,462.5",Conventional,Wholesale
Plaza Home Mortgage Inc.,6.250%,6.471%,"$1,539.293",-0.28085,"$5,735.4",Conventional,Wholesale
TPO GO,6.250%,6.488%,"$1,539.293",0.12000000000000455,"$6,175",Conventional,Wholesale
Union Home Mortgage,6.250%,6.546%,"$1,539.293",0.480000000000004,"$7,637.5",Conventional,Wholesale
Open Mortgage,6.250%,6.549%,"$1,539.293",0.51,"$7,712.5",Conventional,Wholesale
AFR Wholesale,6.250%,6.488%,"$1,590.09",-2.4920000000000044,"$-1,891.3",VA,Wholesale
AmWest Funding Corp,6.250%,6.501%,"$1,590.09",-2.513,"$-1,552.9",VA,Wholesale
Loan United Wholesale,6.250%,6.508%,"$1,590.09",-2.6899999999999977,"$-1,364.4",VA,Wholesale
Everstream Mortgage,6.250%,6.519%,"$1,590.09",-0.4818000000000069,"$-1,085",VA,Wholesale
TPO GO,6.250%,6.525%,"$1,590.09",-1.816999999999993,$-917.6,VA,Wholesale
Power TPO,6.250%,6.538%,"$1,590.09",-2.3829999999999956,$-571.6,VA,Wholesale
Kind Lending,6.250%,6.540%,"$1,590.09",-2.11337,$-520.9,VA,Wholesale
Loan Factory Direct - Kind Lending,6.250%,6.540%,"$1,590.09",-2.11337,$-520.9,VA,Wholesale
Orion Lending,6.250%,6.542%,"$1,590.09",-1.597,$-478.7,VA,Wholesale
Sun West Mtg Co Wholesale,6.250%,6.546%,"$1,590.09",-1.90094,$-359.7,VA,Wholesale
Eleven Mortgage,6.250%,6.552%,"$1,590.09",-2.14562,$-216.9,VA,Wholesale
NexBank,6.250%,6.554%,"$1,590.09",-1.9755300000000062,$-164.9,VA,Wholesale
"VIP Mortgage, Inc.",6.250%,6.555%,"$1,590.09",-2.281000000000006,$-140.3,VA,Wholesale
Loan Factory Direct - PennyMac,6.250%,6.555%,"$1,590.09",-2.075,$-137.8,VA,Wholesale
Pennymac TPO,6.250%,6.555%,"$1,590.09",-2.075,$-137.8,VA,Wholesale
Jet Advantage Mortgage,6.250%,6.556%,"$1,590.09",-1.4749999999999943,$-99,VA,Wholesale
Forward Lending,6.250%,6.556%,"$1,590.09",-1.4749999999999943,$-99,VA,Wholesale
NewRez LLC,6.250%,6.557%,"$1,590.09",-2.341,$-86.1,VA,Wholesale
Rocket Pro,6.250%,6.558%,"$1,590.09",-1.6640000000000015,$-70.6,VA,Wholesale
Loan Factory Direct - Rocket,6.250%,6.558%,"$1,590.09",-1.6640000000000015,$-70.6,VA,Wholesale
"Paramount Residential Mortgage Group, Inc.",6.250%,6.564%,"$1,590.09",-1.923,$99.9,VA,Wholesale
Open Mortgage,6.250%,6.569%,"$1,590.09",-1.949,$226.4,VA,Wholesale
Plaza Home Mortgage Inc.,6.250%,6.583%,"$1,590.09",-1.68037,$597.3,VA,Wholesale
Click n' Close,6.250%,6.589%,"$1,590.09",-1.78745,$734,VA,Wholesale
The Loan Store LLC,6.250%,6.594%,"$1,590.09",-1.7199999999999989,$882.3,VA,Wholesale
JMAC Lending Inc.,6.250%,6.607%,"$1,590.09",-1.50715,"$1,206.1",VA,Wholesale
Windsor Mortgage Solutions,6.250%,6.625%,"$1,590.09",-1.369029999999995,"$1,659.6",VA,Wholesale
Union Home Mortgage,6.250%,6.687%,"$1,590.09",-0.7510000000000048,"$3,255.6",VA,Wholesale
PenFed Credit Union,6.250%,6.405%,"$1,540",0,"$4,120",VA,Retail
District Lending,6.250%,6.318%,"$1,540",0.22,"$1,800",Conventional,Retail
AimLoan.com,6.250%,6.329%,"$1,540",0.442,"$2,100",Conventional,Retail
"Tomo Mortgage, LLC.",6.250%,6.310%,"$1,540",0.638,"$1,595",Conventional,Retail
PenFed Credit Union,6.250%,6.408%,"$1,540",0.875,"$4,182",Conventional,Retail
First Federal Bank,6.250%,6.449%,"$1,540",0.863,"$5,282",VA,Retail
"Tomo Mortgage, LLC.",6.250%,7.469%,"$1,540",0.638,"$5,970",FHA,Retail
Mutual of Omaha Mortgage,6.375%,6.511%,"$1,559.67",0.515,"$3,525.5",Conventional,Retail
loanDepot ,6.375%,6.609%,"$1,559.67",1.731,"$6,017.5",Conventional,Retail
Us Bank,6.375%,6.543%,"$1,559.67",0.879,"$5,092.26",Conventional,Retail
AimLoan.com,6.375%,6.413%,"$1,560",0,"$5,076",Conventional,Retail
Click n' Close,6.375%,6.433%,"$1,559.675",-1.22369,"$1,503.3",Conventional,Wholesale
Loan United Wholesale,6.375%,6.448%,"$1,559.675",-1.816999999999993,"$1,895",Conventional,Wholesale
Provident Funding,6.375%,6.454%,"$1,559.675",-2,"$2,062.5",Conventional,Wholesale
AD Mortgage,6.375%,6.457%,"$1,559.675",-1.4699999999999989,"$2,137.5",Conventional,Wholesale
AmWest Funding Corp,6.375%,6.459%,"$1,559.675",-1.704,"$2,177.5",Conventional,Wholesale
"VIP Mortgage, Inc.",6.375%,6.464%,"$1,559.675",-1.5992099999999994,"$2,314.5",Conventional,Wholesale
Eleven Mortgage,6.375%,6.473%,"$1,559.675",0.294,"$2,540",Conventional,Wholesale
Sun West Mtg Co Wholesale,6.375%,6.474%,"$1,559.675",-1.2921,"$2,582.2",Conventional,Wholesale
NexBank,6.375%,6.476%,"$1,559.675",-0.9375500000000017,"$2,631.1",Conventional,Wholesale
NewRez LLC,6.375%,6.477%,"$1,559.675",-0.722,"$2,662.5",Conventional,Wholesale
Power TPO,6.375%,6.480%,"$1,559.675",-1.4849999999999994,"$2,725",Conventional,Wholesale
Everstream Mortgage,6.375%,6.486%,"$1,559.675",-0.41740000000000066,"$2,894",Conventional,Wholesale
New Wave Lending Group,6.375%,6.491%,"$1,559.675",-1.375,"$3,000",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",6.375%,6.491%,"$1,559.675",-1.375,"$3,000",Conventional,Wholesale
Pennymac TPO,6.375%,6.491%,"$1,559.675",-1.503,"$3,005",Conventional,Wholesale
Loan Factory Direct - PennyMac,6.375%,6.491%,"$1,559.675",-1.503,"$3,005",Conventional,Wholesale
