# Generated on: 2025-06-27T22:43:06.894Z
# Search Parameters: {"propertyValue":500000,"downPayment":250000,"loanAmount":850000,"creditScore":760,"propertyType":"single_family","occupancy":"primary","zipCode":"94949"}
# File Type: mortgage_rates

Lender,Rate,APR,Payment,Points,Upfront_Costs,Loan_Type,Quote_Type
AimLoan.com,5.375%,5.666%,"$1,703",2.017,"$6,038",Conventional,Retail
District Lending,5.375%,5.684%,"$1,703",2.065,"$6,412",Conventional,Retail
"Tomo Mortgage, LLC.",5.375%,5.751%,"$1,400",2.973,"$10,558",VA,Retail
First Federal Bank Mortgage Lenders,5.490%,5.778%,"$1,436",1.874,"$7,868",VA,Retail
American VA Loans,5.490%,5.709%,"$1,418",1.184,"$6,180",VA,Retail
District Lending,5.490%,5.765%,"$1,418",1.309,"$7,648",VA,Retail
American VA Loans,5.490%,5.814%,"$1,719",1.427,"$6,788",VA,Retail
District Lending,5.490%,6.820%,"$1,418",1.17,"$8,550",FHA,Retail
Optimum First Mortgage,5.499%,5.751%,"$1,419.32",0.676,"$6,810",VA,Retail
"SunnyHill Financial, Inc.",5.500%,5.720%,"$1,419.47",0.696,"$5,960",VA,Retail
AimLoan.com,5.500%,5.561%,"$2,043",0,"$5,076",Conventional,Retail
PenFed Credit Union,5.500%,5.753%,"$2,043",0,"$8,201",Conventional,Retail
District Lending,5.500%,5.633%,"$1,419",0.977,"$10,215.5",Conventional,Retail
Sun West Mtg Co Wholesale,5.500%,5.662%,"$2,042.709",-1.2822,"$2,607",Conventional,Wholesale
AmWest Funding Corp,5.500%,5.673%,"$2,042.709",-1.459,"$2,790",Conventional,Wholesale
NewRez LLC,5.500%,5.710%,"$2,042.709",-0.726,"$3,372.5",Conventional,Wholesale
BluePoint Mortgage,5.500%,5.715%,"$2,042.709",-1.19,"$3,462.5",Conventional,Wholesale
Provident Funding,5.500%,5.726%,"$2,042.709",-1.375,"$3,625",Conventional,Wholesale
Click n' Close,5.500%,5.736%,"$2,042.709",-1.02733,"$3,794.2",Conventional,Wholesale
Everstream Mortgage,5.500%,5.737%,"$2,042.709",0.36010000000000275,"$3,800.3",Conventional,Wholesale
"VIP Mortgage, Inc.",5.500%,5.742%,"$2,042.709",-0.9711900000000071,"$3,884.5",Conventional,Wholesale
The Loan Store LLC,5.500%,5.744%,"$2,042.709",-1.156000000000006,"$3,922.5",Conventional,Wholesale
New Wave Lending Group,5.500%,5.745%,"$2,042.709",-1,"$3,937.5",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",5.500%,5.745%,"$2,042.709",-1,"$3,937.5",Conventional,Wholesale
Power TPO,5.500%,5.749%,"$2,042.709",-0.9770000000000039,"$3,995",Conventional,Wholesale
Loan Factory Direct - Rocket,5.500%,5.754%,"$2,042.709",-0.5460000000000065,"$4,072.5",Conventional,Wholesale
Rocket Pro,5.500%,5.754%,"$2,042.709",-0.5460000000000065,"$4,072.5",Conventional,Wholesale
AD Mortgage,5.500%,5.756%,"$2,042.709",-0.9309999999999974,"$4,110",Conventional,Wholesale
Loan United Wholesale,5.500%,5.771%,"$2,042.709",-0.8340000000000032,"$4,352.5",Conventional,Wholesale
Eleven Mortgage,5.500%,5.778%,"$2,042.709",0.327,"$4,455",Conventional,Wholesale
Plaza Home Mortgage Inc.,5.500%,5.783%,"$2,042.709",-0.76271,"$4,530.7",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.500%,5.787%,"$2,042.709",-0.634,"$4,602.5",Conventional,Wholesale
Nations Direct Mortgage,5.500%,5.789%,"$2,042.709",-0.524,"$4,627.5",Conventional,Wholesale
AFR Wholesale,5.500%,5.796%,"$2,042.709",-0.722999999999999,"$4,745",Conventional,Wholesale
NexBank,5.500%,5.797%,"$2,042.709",-0.6322799999999944,"$4,761.8",Conventional,Wholesale
JMAC Lending Inc.,5.500%,5.805%,"$2,042.709",-0.61925,"$4,889.4",Conventional,Wholesale
Kind Lending,5.500%,5.822%,"$2,042.709",-0.51785,"$5,142.9",Conventional,Wholesale
Loan Factory Direct - Kind Lending,5.500%,5.822%,"$2,042.709",-0.51785,"$5,142.9",Conventional,Wholesale
Orion Lending,5.500%,5.823%,"$2,042.709",-0.506,"$5,172.5",Conventional,Wholesale
Pennymac TPO,5.500%,5.830%,"$2,042.709",-0.596,"$5,272.5",Conventional,Wholesale
Loan Factory Direct - PennyMac,5.500%,5.830%,"$2,042.709",-0.596,"$5,272.5",Conventional,Wholesale
Open Mortgage,5.500%,5.837%,"$2,042.709",-0.047,"$5,382.5",Conventional,Wholesale
Windsor Mortgage Solutions,5.500%,5.850%,"$2,042.709",-0.48664999999999736,"$5,595.9",Conventional,Wholesale
TPO GO,5.500%,5.863%,"$2,042.709",-0.03100000000000591,"$5,797.5",Conventional,Wholesale
HomeBridge Wholesale,5.500%,5.890%,"$2,042.709",-0.088,"$6,217.5",Conventional,Wholesale
Union Home Mortgage,5.500%,5.900%,"$2,042.709",-0.027000000000001023,"$6,370",Conventional,Wholesale
NewRez LLC,5.500%,5.987%,"$2,078.456",-1.497,$471.6,FHA,Wholesale
Loan Factory Direct - PennyMac,5.500%,6.033%,"$2,078.456",-1.344,"$1,209.3",FHA,Wholesale
Pennymac TPO,5.500%,6.033%,"$2,078.456",-1.344,"$1,209.3",FHA,Wholesale
Rocket Pro,5.500%,6.044%,"$2,078.456",-1.2390000000000043,"$1,374.6",FHA,Wholesale
AFR Wholesale,5.500%,6.060%,"$2,078.456",-1.4549999999999983,"$1,636.6",FHA,Wholesale
Click n' Close,5.500%,6.067%,"$2,078.456",-1.36183,"$1,748.9",FHA,Wholesale
Eleven Mortgage,5.500%,6.070%,"$2,078.456",-1.42473,"$1,792.4",FHA,Wholesale
"VIP Mortgage, Inc.",5.500%,6.079%,"$2,078.456",-1.507000000000005,"$1,926.6",FHA,Wholesale
AD Mortgage,5.500%,6.098%,"$2,078.456",-1.0999999999999943,"$2,236.9",FHA,Wholesale
Plaza Home Mortgage Inc.,5.500%,6.102%,"$2,078.456",-1.0274,"$2,294.5",FHA,Wholesale
Kind Lending,5.500%,6.116%,"$2,078.456",-0.93975,"$2,517.4",FHA,Wholesale
Loan Factory Direct - Kind Lending,5.500%,6.116%,"$2,078.456",-0.93975,"$2,517.4",FHA,Wholesale
Jet Advantage Mortgage,5.500%,6.118%,"$2,078.456",-0.4539999999999935,"$2,544.7",FHA,Wholesale
Forward Lending,5.500%,6.118%,"$2,078.456",-0.4539999999999935,"$2,544.7",FHA,Wholesale
TPO GO,5.500%,6.128%,"$2,078.456",-0.4129999999999967,"$2,712.6",FHA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.500%,6.134%,"$2,078.456",-0.881,"$2,794",FHA,Wholesale
Loan United Wholesale,5.500%,6.150%,"$2,078.456",-0.8299999999999983,"$3,050.9",FHA,Wholesale
Sun West Mtg Co Wholesale,5.500%,6.163%,"$2,078.456",-0.77335,"$3,258.6",FHA,Wholesale
HomeBridge Wholesale,5.500%,6.182%,"$2,078.456",-0.031,"$3,557.1",FHA,Wholesale
"National Mortgage Service, Inc. (NMSI)",5.500%,6.208%,"$2,078.456",-0.5,"$3,953.9",FHA,Wholesale
JMAC Lending Inc.,5.500%,6.336%,"$2,078.456",0.2821,"$5,943.4",FHA,Wholesale
Open Mortgage,5.500%,6.446%,"$2,078.456",0.95,"$7,642.4",FHA,Wholesale
AmWest Funding Corp,5.500%,6.538%,"$2,078.456",1.625,"$9,041.5",FHA,Wholesale
Windsor Mortgage Solutions,5.500%,6.640%,"$2,078.456",1.8788700000000063,"$10,577.6",FHA,Wholesale
Orion Lending,5.500%,6.719%,"$2,078.456",3.315,"$11,750.5",FHA,Wholesale
NewRez LLC,5.500%,6.041%,"$2,110.118",-1.507,$600.9,VA,Wholesale
Loan Factory Direct - Rocket,5.500%,6.057%,"$2,110.118",-1.308000000000007,$848.8,VA,Wholesale
Rocket Pro,5.500%,6.057%,"$2,110.118",-1.308000000000007,$848.8,VA,Wholesale
Click n' Close,5.500%,6.112%,"$2,110.118",-1.36183,"$1,729.9",VA,Wholesale
Pennymac TPO,5.500%,6.117%,"$2,110.118",-1.322,"$1,806.8",VA,Wholesale
Loan Factory Direct - PennyMac,5.500%,6.117%,"$2,110.118",-1.322,"$1,806.8",VA,Wholesale
"VIP Mortgage, Inc.",5.500%,6.119%,"$2,110.118",-1.516999999999996,"$1,832.7",VA,Wholesale
Eleven Mortgage,5.500%,6.155%,"$2,110.118",-1.12848,"$2,409.9",VA,Wholesale
Plaza Home Mortgage Inc.,5.500%,6.165%,"$2,110.118",-0.9174,"$2,567.7",VA,Wholesale
Loan United Wholesale,5.500%,6.199%,"$2,110.118",-0.9629999999999939,"$3,095.6",VA,Wholesale
Jet Advantage Mortgage,5.500%,6.201%,"$2,110.118",-0.22400000000000375,"$3,131.7",VA,Wholesale
Forward Lending,5.500%,6.201%,"$2,110.118",-0.22400000000000375,"$3,131.7",VA,Wholesale
Kind Lending,5.500%,6.216%,"$2,110.118",-0.60514,"$3,374.1",VA,Wholesale
Loan Factory Direct - Kind Lending,5.500%,6.216%,"$2,110.118",-0.60514,"$3,374.1",VA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.500%,6.220%,"$2,110.118",-0.631,"$3,436.4",VA,Wholesale
Sun West Mtg Co Wholesale,5.500%,6.230%,"$2,110.118",-0.77335,"$3,585.3",VA,Wholesale
AFR Wholesale,5.500%,6.255%,"$2,110.118",-0.38800000000000523,"$3,983.9",VA,Wholesale
Union Home Mortgage,5.500%,6.331%,"$2,110.118",-0.013999999999995794,"$5,158.9",VA,Wholesale
The Loan Store LLC,5.500%,6.407%,"$2,110.118",0.39000000000000057,"$6,331.4",VA,Wholesale
JMAC Lending Inc.,5.500%,6.463%,"$2,110.118",0.7494,"$7,195",VA,Wholesale
Open Mortgage,5.500%,6.539%,"$2,110.118",1.2,"$8,358.7",VA,Wholesale
Windsor Mortgage Solutions,5.500%,6.685%,"$2,110.118",2.078869999999995,"$10,563.8",VA,Wholesale
Orion Lending,5.500%,6.794%,"$2,110.118",3.315,"$12,206.6",VA,Wholesale
Sun West Mtg Co Wholesale,5.500%,6.479%,"$1,749.813",0.70188,"$5,103.4",FHA,Wholesale
Loan Factory Direct - PennyMac,5.500%,6.507%,"$1,749.813",0.395,"$5,632.9",FHA,Wholesale
Pennymac TPO,5.500%,6.507%,"$1,749.813",0.395,"$5,632.9",FHA,Wholesale
CMG Financial,5.500%,6.508%,"$1,749.813",0.767,"$5,650.7",FHA,Wholesale
Loan United Wholesale,5.500%,6.515%,"$1,749.813",-0.2530000000000001,"$5,790.5",FHA,Wholesale
NewRez LLC,5.500%,6.516%,"$1,749.813",0.6,"$5,805.8",FHA,Wholesale
Eleven Mortgage,5.500%,6.536%,"$1,749.813",2.6135,"$6,188.7",FHA,Wholesale
Open Mortgage,5.500%,6.558%,"$1,749.813",0.542,"$6,604.5",FHA,Wholesale
NexBank,5.500%,6.567%,"$1,749.813",0.732600000000005,"$6,771.5",FHA,Wholesale
Kind Lending,5.500%,6.585%,"$1,749.813",0.86225,"$7,101.2",FHA,Wholesale
Loan Factory Direct - Kind Lending,5.500%,6.585%,"$1,749.813",0.86225,"$7,101.2",FHA,Wholesale
"VIP Mortgage, Inc.",5.500%,6.586%,"$1,749.813",0.5361900000000048,"$7,123.9",FHA,Wholesale
AFR Wholesale,5.500%,6.587%,"$1,749.813",0.7144600000000025,"$7,155.2",FHA,Wholesale
AD Mortgage,5.500%,6.601%,"$1,749.813",0.9330000000000069,"$7,408.3",FHA,Wholesale
Jet Advantage Mortgage,5.500%,6.618%,"$1,749.813",1.5849999999999937,"$7,731.4",FHA,Wholesale
Forward Lending,5.500%,6.618%,"$1,749.813",1.5849999999999937,"$7,731.4",FHA,Wholesale
HomeBridge Wholesale,5.500%,6.620%,"$1,749.813",1.121,"$7,759.4",FHA,Wholesale
Plaza Home Mortgage Inc.,5.500%,6.626%,"$1,749.813",0.66707,"$7,876.6",FHA,Wholesale
Loan United Wholesale,5.500%,6.211%,"$1,444.313",-0.2530000000000001,"$4,518.6",FHA,Wholesale
AmWest Funding Corp,5.500%,6.218%,"$1,444.313",-0.089,"$4,681.5",FHA,Wholesale
Power TPO,5.500%,6.229%,"$1,444.313",0.277000000000001,"$4,976.5",FHA,Wholesale
Sun West Mtg Co Wholesale,5.500%,6.234%,"$1,444.313",0.70188,"$5,103.4",FHA,Wholesale
NexBank,5.500%,6.253%,"$1,444.313",0.2629699999999957,"$5,576.8",FHA,Wholesale
Loan Factory Direct - PennyMac,5.500%,6.255%,"$1,444.313",0.395,"$5,632.9",FHA,Wholesale
Pennymac TPO,5.500%,6.255%,"$1,444.313",0.395,"$5,632.9",FHA,Wholesale
CMG Financial,5.500%,6.256%,"$1,444.313",0.767,"$5,650.7",FHA,Wholesale
NewRez LLC,5.500%,6.262%,"$1,444.313",0.6,"$5,805.8",FHA,Wholesale
AD Mortgage,5.500%,6.268%,"$1,444.313",0.3649999999999949,"$5,963.5",FHA,Wholesale
Open Mortgage,5.500%,6.269%,"$1,444.313",0.292,"$5,968.6",FHA,Wholesale
Kind Lending,5.500%,6.271%,"$1,444.313",0.44425,"$6,038",FHA,Wholesale
Loan Factory Direct - Kind Lending,5.500%,6.271%,"$1,444.313",0.44425,"$6,038",FHA,Wholesale
Eleven Mortgage,5.500%,6.271%,"$1,444.313",0.24563,"$6,041.4",FHA,Wholesale
The Loan Store LLC,5.500%,6.285%,"$1,444.313",0.4339999999999975,"$6,393.4",FHA,Wholesale
Jet Advantage Mortgage,5.500%,6.286%,"$1,444.313",1.0600000000000023,"$6,396",FHA,Wholesale
Forward Lending,5.500%,6.286%,"$1,444.313",1.0600000000000023,"$6,396",FHA,Wholesale
Orion Lending,5.500%,6.287%,"$1,444.313",1.225,"$6,434.1",FHA,Wholesale
TPO GO,5.500%,6.287%,"$1,444.313",1.0520000000000067,"$6,439.2",FHA,Wholesale
HomeBridge Wholesale,5.500%,6.289%,"$1,444.313",1.121,"$6,487.5",FHA,Wholesale
AFR Wholesale,5.500%,6.293%,"$1,444.313",0.49200000000000443,"$6,589.3",FHA,Wholesale
Plaza Home Mortgage Inc.,5.500%,6.294%,"$1,444.313",0.66707,"$6,604.8",FHA,Wholesale
JMAC Lending Inc.,5.500%,6.297%,"$1,444.313",0.70225,"$6,694.2",FHA,Wholesale
Click n' Close,5.500%,6.303%,"$1,444.313",0.60137,"$6,844.6",FHA,Wholesale
"VIP Mortgage, Inc.",5.500%,6.304%,"$1,444.313",0.4300000000000068,"$6,853.8",FHA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.500%,6.312%,"$1,444.313",0.795,"$7,057.3",FHA,Wholesale
Windsor Mortgage Solutions,5.500%,6.323%,"$1,444.313",0.6062799999999982,"$7,340.4",FHA,Wholesale
Union Home Mortgage,5.500%,6.516%,"$1,444.313",2.7180000000000035,"$12,076.1",FHA,Wholesale
Guaranteed Rate,5.500%,5.980%,"$2,042.71",0.842,"$11,543.1",Conventional,Retail
Guaranteed Rate,5.500%,6.407%,"$2,109.08",0.854,"$15,079.12",FHA,Retail
AimLoan.com,5.500%,5.561%,"$2,043",0,$995,Conventional,Retail
PenFed Credit Union,5.500%,5.753%,"$2,043",0,"$4,120",VA,Retail
District Lending,5.500%,5.633%,"$1,420",0.977,"$3,692",Conventional,Retail
District Lending,5.500%,6.070%,"$2,714",0.873,"$6,558",VA,Retail
District Lending,5.500%,6.878%,"$2,714",0.703,"$7,382",FHA,Retail
District Lending,5.500%,5.661%,"$1,420",1.293,"$4,482",Conventional,Retail
AimLoan.com,5.500%,5.722%,"$1,720",1.434,"$4,580",Conventional,Retail
PenFed Credit Union,5.500%,6.872%,"$1,420",1.375,"$9,808",FHA,Retail
District Lending,5.500%,5.750%,"$1,720",1.565,"$5,162",Conventional,Retail
District Lending,5.500%,5.781%,"$1,420",2.625,"$7,812",Conventional,Retail
Sage Home Loans,5.620%,5.829%,"$1,438.35",1.658,"$5,639",Conventional,Retail
Optimum First Mortgage,5.624%,5.798%,"$1,438.98",0,"$4,715",VA,Retail
Optimum First Mortgage,5.624%,5.859%,"$1,438.98",1.724,"$6,305",Conventional,Retail
"Tomo Mortgage, LLC.",5.624%,5.917%,"$1,439",1.988,"$17,146",Conventional,Retail
"Tomo Mortgage, LLC.",5.624%,5.916%,"$1,439",1.978,"$8,070",VA,Retail
First Federal Bank Mortgage Lenders,5.625%,5.824%,"$1,458",0.909,"$5,425",VA,Retail
Alliant Credit Union,5.625%,5.896%,"$1,439.14",1.66,"$7,275",VA,Retail
Mutual of Omaha Mortgage,5.625%,6.360%,"$1,543.31",0.964,"$9,023",FHA,Retail
Us Bank,5.625%,5.903%,"$2,059.33",0.913,"$6,104.62",Conventional,Retail
District Lending,5.625%,5.758%,"$1,439",0.96,"$10,131",Conventional,Retail
American VA Loans,5.625%,5.808%,"$1,439",0.768,"$11,141",Conventional,Retail
District Lending,5.625%,5.837%,"$1,439",0.589,"$11,401.5",Conventional,Retail
Sun West Mtg Co Wholesale,5.625%,5.739%,"$2,059.329",-1.5887,"$1,840.7",Conventional,Wholesale
AmWest Funding Corp,5.625%,5.757%,"$2,059.329",-1.725,"$2,125",Conventional,Wholesale
Provident Funding,5.625%,5.792%,"$2,059.329",-1.75,"$2,687.5",Conventional,Wholesale
BluePoint Mortgage,5.625%,5.793%,"$2,059.329",-1.496,"$2,697.5",Conventional,Wholesale
NewRez LLC,5.625%,5.793%,"$2,059.329",-0.995,"$2,700",Conventional,Wholesale
New Wave Lending Group,5.625%,5.812%,"$2,059.329",-1.375,"$3,000",Conventional,Wholesale
Click n' Close,5.625%,5.820%,"$2,059.329",-1.29698,"$3,120",Conventional,Wholesale
Loan Factory Direct - Rocket,5.625%,5.827%,"$2,059.329",-0.882000000000005,"$3,232.5",Conventional,Wholesale
Rocket Pro,5.625%,5.827%,"$2,059.329",-0.882000000000005,"$3,232.5",Conventional,Wholesale
"VIP Mortgage, Inc.",5.625%,5.828%,"$2,059.329",-1.2207099999999969,"$3,260.7",Conventional,Wholesale
"National Mortgage Service, Inc. (NMSI)",5.625%,5.832%,"$2,059.329",-1.25,"$3,312.5",Conventional,Wholesale
Power TPO,5.625%,5.834%,"$2,059.329",-1.2360000000000042,"$3,347.5",Conventional,Wholesale
Everstream Mortgage,5.625%,5.834%,"$2,059.329",0.1792999999999978,"$3,348.2",Conventional,Wholesale
AD Mortgage,5.625%,5.837%,"$2,059.329",-1.2180000000000035,"$3,392.5",Conventional,Wholesale
The Loan Store LLC,5.625%,5.837%,"$2,059.329",-1.3640000000000043,"$3,402.5",Conventional,Wholesale
Eleven Mortgage,5.625%,5.857%,"$2,059.329",0.032,"$3,717.5",Conventional,Wholesale
Loan United Wholesale,5.625%,5.863%,"$2,059.329",-1.051000000000002,"$3,810",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.625%,5.865%,"$2,059.329",-0.938,"$3,842.5",Conventional,Wholesale
Nations Direct Mortgage,5.625%,5.875%,"$2,059.329",-0.775,"$4,000",Conventional,Wholesale
Plaza Home Mortgage Inc.,5.625%,5.876%,"$2,059.329",-0.97174,"$4,008.1",Conventional,Wholesale
AFR Wholesale,5.625%,5.877%,"$2,059.329",-1.0100000000000051,"$4,027.5",Conventional,Wholesale
NexBank,5.625%,5.878%,"$2,059.329",-0.9158099999999934,"$4,053",Conventional,Wholesale
JMAC Lending Inc.,5.625%,5.885%,"$2,059.329",-0.91425,"$4,151.9",Conventional,Wholesale
Kind Lending,5.625%,5.893%,"$2,059.329",-0.86085,"$4,285.4",Conventional,Wholesale
Loan Factory Direct - Kind Lending,5.625%,5.893%,"$2,059.329",-0.86085,"$4,285.4",Conventional,Wholesale
Pennymac TPO,5.625%,5.901%,"$2,059.329",-0.944,"$4,402.5",Conventional,Wholesale
Loan Factory Direct - PennyMac,5.625%,5.901%,"$2,059.329",-0.944,"$4,402.5",Conventional,Wholesale
Windsor Mortgage Solutions,5.625%,5.923%,"$2,059.329",-0.8235499999999973,"$4,753.6",Conventional,Wholesale
Orion Lending,5.625%,5.923%,"$2,059.329",-0.672,"$4,757.5",Conventional,Wholesale
Open Mortgage,5.625%,5.924%,"$2,059.329",-0.29,"$4,775",Conventional,Wholesale
TPO GO,5.625%,5.936%,"$2,059.329",-0.367999999999995,"$4,955",Conventional,Wholesale
HomeBridge Wholesale,5.625%,5.967%,"$2,059.329",-0.395,"$5,450",Conventional,Wholesale
Union Home Mortgage,5.625%,5.976%,"$2,059.329",-0.33899999999999864,"$5,590",Conventional,Wholesale
NewRez LLC,5.625%,6.027%,"$2,095.368",-2.035,$-896.9,FHA,Wholesale
AFR Wholesale,5.625%,6.107%,"$2,095.368",-1.945999999999998,$387.7,FHA,Wholesale
Loan Factory Direct - PennyMac,5.625%,6.114%,"$2,095.368",-1.626,$492,FHA,Wholesale
Pennymac TPO,5.625%,6.114%,"$2,095.368",-1.626,$492,FHA,Wholesale
Eleven Mortgage,5.625%,6.127%,"$2,095.368",-0.3451,$697.7,FHA,Wholesale
Rocket Pro,5.625%,6.146%,"$2,095.368",-1.3859999999999957,"$1,000.7",FHA,Wholesale
Click n' Close,5.625%,6.150%,"$2,095.368",-1.62703,"$1,074.3",FHA,Wholesale
"VIP Mortgage, Inc.",5.625%,6.153%,"$2,095.368",-1.8269999999999982,"$1,112.6",FHA,Wholesale
Loan Factory Direct - Kind Lending,5.625%,6.169%,"$2,095.368",-1.39302,"$1,364.4",FHA,Wholesale
Kind Lending,5.625%,6.169%,"$2,095.368",-1.39302,"$1,364.4",FHA,Wholesale
Plaza Home Mortgage Inc.,5.625%,6.171%,"$2,095.368",-1.38198,"$1,392.5",FHA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.625%,6.185%,"$2,095.368",-1.343,"$1,618.7",FHA,Wholesale
Jet Advantage Mortgage,5.625%,6.187%,"$2,095.368",-0.804000000000002,"$1,654.4",FHA,Wholesale
Forward Lending,5.625%,6.187%,"$2,095.368",-0.804000000000002,"$1,654.4",FHA,Wholesale
TPO GO,5.625%,6.191%,"$2,095.368",-0.8029999999999973,"$1,720.6",FHA,Wholesale
New Wave Lending Group,5.625%,6.192%,"$2,095.368",-1.375,"$1,728.1",FHA,Wholesale
Loan United Wholesale,5.625%,6.211%,"$2,095.368",-1.2319999999999993,"$2,028.3",FHA,Wholesale
AD Mortgage,5.625%,6.226%,"$2,095.368",-1.0859999999999985,"$2,272.5",FHA,Wholesale
"National Mortgage Service, Inc. (NMSI)",5.625%,6.273%,"$2,095.368",-0.875,"$3,000",FHA,Wholesale
Sun West Mtg Co Wholesale,5.625%,6.307%,"$2,095.368",-0.6631,"$3,539",FHA,Wholesale
JMAC Lending Inc.,5.625%,6.386%,"$2,095.368",-0.1801,"$4,767.7",FHA,Wholesale
Open Mortgage,5.625%,6.509%,"$2,095.368",0.565,"$6,663",FHA,Wholesale
AmWest Funding Corp,5.625%,6.580%,"$2,095.368",1.115,"$7,744.2",FHA,Wholesale
Windsor Mortgage Solutions,5.625%,6.714%,"$2,095.368",1.558880000000002,"$9,763.6",FHA,Wholesale
Orion Lending,5.625%,6.752%,"$2,095.368",2.756,"$10,328.6",FHA,Wholesale
NewRez LLC,5.625%,6.125%,"$2,127.287",-2.045,$-86.1,VA,Wholesale
Rocket Pro,5.625%,6.149%,"$2,127.287",-1.5190000000000055,$303.9,VA,Wholesale
Loan Factory Direct - Rocket,5.625%,6.149%,"$2,127.287",-1.5190000000000055,$303.9,VA,Wholesale
"VIP Mortgage, Inc.",5.625%,6.194%,"$2,127.287",-1.8370000000000033,"$1,006.3",VA,Wholesale
Click n' Close,5.625%,6.196%,"$2,127.287",-1.62703,"$1,045",VA,Wholesale
Pennymac TPO,5.625%,6.219%,"$2,127.287",-1.478,"$1,404",VA,Wholesale
Loan Factory Direct - PennyMac,5.625%,6.219%,"$2,127.287",-1.478,"$1,404",VA,Wholesale
Plaza Home Mortgage Inc.,5.625%,6.234%,"$2,127.287",-1.27198,"$1,652",VA,Wholesale
Kind Lending,5.625%,6.242%,"$2,127.287",-1.22302,"$1,778.5",VA,Wholesale
Loan Factory Direct - Kind Lending,5.625%,6.242%,"$2,127.287",-1.22302,"$1,778.5",VA,Wholesale
Eleven Mortgage,5.625%,6.254%,"$2,127.287",-0.052,"$1,961.8",VA,Wholesale
Jet Advantage Mortgage,5.625%,6.271%,"$2,127.287",-0.5739999999999981,"$2,227.8",VA,Wholesale
Forward Lending,5.625%,6.271%,"$2,127.287",-0.5739999999999981,"$2,227.8",VA,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.625%,6.272%,"$2,127.287",-1.093,"$2,243.3",VA,Wholesale
Loan United Wholesale,5.625%,6.306%,"$2,127.287",-1.0829999999999984,"$2,785.7",VA,Wholesale
AFR Wholesale,5.625%,6.342%,"$2,127.287",-0.6340000000000003,"$3,348.6",VA,Wholesale
Sun West Mtg Co Wholesale,5.625%,6.376%,"$2,127.287",-0.6631,"$3,870",VA,Wholesale
Union Home Mortgage,5.625%,6.459%,"$2,127.287",-0.013999999999995794,"$5,158.9",VA,Wholesale
The Loan Store LLC,5.625%,6.514%,"$2,127.287",0.26500000000000057,"$6,008.6",VA,Wholesale
JMAC Lending Inc.,5.625%,6.535%,"$2,127.287",0.413,"$6,326.3",VA,Wholesale
Open Mortgage,5.625%,6.602%,"$2,127.287",0.815,"$7,364.4",VA,Wholesale
Windsor Mortgage Solutions,5.625%,6.759%,"$2,127.287",1.7588800000000049,"$9,737.4",VA,Wholesale
Orion Lending,5.625%,6.827%,"$2,127.287",2.756,"$10,763",VA,Wholesale
AmWest Funding Corp,5.625%,5.841%,"$1,737.416",-0.833,"$4,355",Conventional,Wholesale
Sun West Mtg Co Wholesale,5.625%,5.893%,"$1,737.416",-0.174,"$5,377.5",Conventional,Wholesale
"VIP Mortgage, Inc.",5.625%,5.901%,"$1,737.416",-0.3067099999999954,"$5,545.7",Conventional,Wholesale
AFR Wholesale,5.625%,5.915%,"$1,737.416",-0.2909999999999968,"$5,825",Conventional,Wholesale
The Loan Store LLC,5.625%,5.927%,"$1,737.416",-0.3020000000000067,"$6,057.5",Conventional,Wholesale
AD Mortgage,5.625%,5.931%,"$1,737.416",-0.12099999999999511,"$6,135",Conventional,Wholesale
NewRez LLC,5.625%,5.935%,"$1,737.416",0.416,"$6,220",Conventional,Wholesale
Nations Direct Mortgage,5.625%,5.953%,"$1,737.416",0.249,"$6,560",Conventional,Wholesale
Loan Factory Direct - Rocket,5.625%,5.953%,"$1,737.416",0.45600000000000307,"$6,577.5",Conventional,Wholesale
Rocket Pro,5.625%,5.953%,"$1,737.416",0.45600000000000307,"$6,577.5",Conventional,Wholesale
BluePoint Mortgage,5.625%,5.960%,"$1,737.416",0.104,"$6,697.5",Conventional,Wholesale
Kind Lending,5.625%,5.974%,"$1,737.416",0.218,"$6,982.5",Conventional,Wholesale
Loan Factory Direct - Kind Lending,5.625%,5.974%,"$1,737.416",0.218,"$6,982.5",Conventional,Wholesale
TPO GO,5.625%,5.975%,"$1,737.416",0.45000000000000284,"$7,000",Conventional,Wholesale
NexBank,5.625%,6.001%,"$1,737.416",0.4732000000000056,"$7,500.5",Conventional,Wholesale
Pennymac TPO,5.625%,6.006%,"$1,737.416",0.337,"$7,605",Conventional,Wholesale
Loan Factory Direct - PennyMac,5.625%,6.006%,"$1,737.416",0.337,"$7,605",Conventional,Wholesale
Eleven Mortgage,5.625%,6.033%,"$1,737.416",2.4154,"$8,126",Conventional,Wholesale
HomeBridge Wholesale,5.625%,6.037%,"$1,737.416",0.706,"$8,202.5",Conventional,Wholesale
"Paramount Residential Mortgage Group, Inc.",5.625%,6.045%,"$1,737.416",0.873,"$8,370",Conventional,Wholesale
